Transaction_ID,Date,Region,City,Sales_Channel,Product_Category,Product_Name,Units_Sold,Selling_Price,Unit_Cost,Revenue,Cost,Profit,Customer_Type
TXN-0377,2024-04-14,West Java,Tasikmalaya,Distributor,Yoghurt,Cimory Mini Yoghurt 60ml,71,5500,4500,390500,319500,71000,Wholesale
TXN-0378,2024-04-14,Kalimantan,Samarinda,General Trade,Milk,Premium Whole Milk 1L,43,28000,24000,1204000,1032000,172000,Wholesale
TXN-0379,2024-04-14,Central Java,Magelang,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,78,12000,10000,936000,780000,156000,Wholesale
TXN-0380,2024-04-14,Yogyakarta,Wonosari,Distributor,Sausage,Farmhouse Sausage 250g,104,25500,20500,2652000,2132000,520000,Institution
TXN-0381,2024-04-15,Banten,Tangerang,Distributor,Milk,Cimory Full Cream 1L,226,23500,21000,5311000,4746000,565000,Wholesale
TXN-0382,2024-04-15,Kalimantan,Banjarmasin,Distributor,Sausage,Vida Beef Sausage 200g,48,22000,17500,1056000,840000,216000,Wholesale
TXN-0383,2024-04-15,Yogyakarta,Bantul,Modern Trade,Milk,Premium Whole Milk 1L,57,22000,19500,1254000,1111500,142500,HoReCa
TXN-0384,2024-04-15,Kalimantan,Samarinda,Distributor,Yoghurt,Cimory Yoghurt Strawberry 100g,191,9500,7500,1814500,1432500,382000,Institution
TXN-0385,2024-04-15,Bali,Kuta,Modern Trade,Milk,Chocolate 1L,32,21000,18500,672000,592000,80000,HoReCa
TXN-0386,2024-04-16,West Java,Bekasi,Distributor,Milk,Cimory Chocolate 200ml,225,4500,4000,1012500,900000,112500,Wholesale
TXN-0387,2024-04-16,Sulawesi,Palu,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,24,11500,9500,276000,228000,48000,Retail
TXN-0388,2024-04-16,East Java,Malang,General Trade,Cheese,Kraft Cheddar Cheese 165g,32,34500,25500,1104000,816000,288000,Retail
TXN-0389,2024-04-17,West Java,Depok,General Trade,Sausage,Kimbo Beef Sausage 375g,23,28500,22500,655500,517500,138000,Retail
TXN-0390,2024-04-17,Yogyakarta,Wonosari,Modern Trade,Milk,Cimory Milk Vanilla 200ml,18,4500,4000,81000,72000,9000,HoReCa
TXN-0391,2024-04-17,East Java,Jember,General Trade,Nugget,So Good Chicken Nugget 500g,22,45500,38500,1001000,847000,154000,Retail
TXN-0392,2024-04-17,East Java,Malang,General Trade,Milk,Cimory Chocolate 200ml,17,5500,5000,93500,85000,8500,Retail
TXN-0393,2024-04-17,Bali,Denpasar,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,49,10000,8000,490000,392000,98000,Retail
TXN-0394,2024-04-18,Sumatera,Banda Aceh,General Trade,Cheese,Kraft Cheddar Cheese 165g,41,34000,25500,1394000,1045500,348500,Retail
TXN-0395,2024-04-18,West Java,Tasikmalaya,Modern Trade,Cheese,Prochiz Gold Slices 150g,72,28000,21000,2016000,1512000,504000,Retail
TXN-0396,2024-04-18,Kalimantan,Samarinda,Modern Trade,Nugget,Champ Chicken Nugget 250g,21,28500,23500,598500,493500,105000,Retail
TXN-0397,2024-04-18,Sulawesi,Palu,Modern Trade,Sausage,Farmhouse Sausage 250g,32,21500,16500,688000,528000,160000,Retail
TXN-0398,2024-04-18,Sumatera,Medan,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,25,10500,9000,262500,225000,37500,Wholesale
TXN-0399,2024-04-19,Sumatera,Banda Aceh,General Trade,Sausage,Bernardi Beef Sausage 500g,29,46500,37500,1348500,1087500,261000,Retail
TXN-0400,2024-04-19,Sulawesi,Makassar,Distributor,Cheese,Kiri Cream Cheese 80g,144,21000,16000,3024000,2304000,720000,Wholesale
TXN-0401,2024-04-19,Jakarta,Jakarta Barat,General Trade,Cheese,Prochiz Gold Slices 150g,22,28000,22000,616000,484000,132000,Retail
TXN-0402,2024-04-19,Yogyakarta,Wonosari,Modern Trade,Nugget,So Good Chicken Nugget 500g,58,46500,40500,2697000,2349000,348000,HoReCa
TXN-0403,2024-04-20,Kalimantan,Banjarmasin,Modern Trade,Sausage,Kimbo Beef Sausage 375g,65,30000,23000,1950000,1495000,455000,Retail
TXN-0404,2024-04-21,Sulawesi,Manado,Modern Trade,Nugget,So Good Chicken Nugget 500g,29,48000,40000,1392000,1160000,232000,Retail
TXN-0405,2024-04-22,Banten,Serang,General Trade,Nugget,Champ Chicken Nugget 250g,27,23500,20000,634500,540000,94500,Retail
TXN-0406,2024-04-22,West Java,Bekasi,Modern Trade,Sausage,So Good Chicken Sausage 375g,45,35000,27000,1575000,1215000,360000,Retail
TXN-0407,2024-04-22,Central Java,Solo,Distributor,Milk,Cimory Milk Vanilla 200ml,175,5000,4500,875000,787500,87500,Wholesale
TXN-0408,2024-04-22,Sumatera,Banda Aceh,General Trade,Nugget,Fiesta Crispy Nugget 400g,26,42500,37000,1105000,962000,143000,Retail
TXN-0409,2024-04-22,Sulawesi,Palu,General Trade,Yoghurt,Cimory Plain Yoghurt 400g,36,19000,15500,684000,558000,126000,Wholesale
TXN-0410,2024-04-22,East Java,Jember,Modern Trade,Nugget,So Good Chicken Nugget 500g,27,52000,45000,1404000,1215000,189000,Retail
TXN-0411,2024-04-22,Central Java,Tegal,General Trade,Nugget,Fiesta Crispy Nugget 400g,25,45500,38000,1137500,950000,187500,Retail
TXN-0412,2024-04-23,Central Java,Semarang,Modern Trade,Cheese,Laughing Cow Creamy 8pcs,56,23500,17000,1316000,952000,364000,Retail
TXN-0413,2024-04-23,Kalimantan,Pontianak,General Trade,Milk,Cimory Milk Vanilla 200ml,31,4500,4000,139500,124000,15500,Retail
TXN-0414,2024-04-23,West Java,Tasikmalaya,Distributor,Sausage,Bernardi Beef Sausage 500g,98,53500,41500,5243000,4067000,1176000,Institution
TXN-0415,2024-04-24,Jakarta,Jakarta Utara,Distributor,Cheese,Anchor Cheddar Block 500g,176,82000,63500,14432000,11176000,3256000,HoReCa
TXN-0416,2024-04-25,East Java,Malang,General Trade,Milk,Cimory Full Cream 1L,38,19500,16500,741000,627000,114000,Retail
TXN-0417,2024-04-25,East Java,Malang,General Trade,Sausage,Vida Beef Sausage 200g,23,24000,19000,552000,437000,115000,Retail
TXN-0418,2024-04-26,West Java,Tasikmalaya,Distributor,Sausage,Farmhouse Sausage 250g,172,23500,18000,4042000,3096000,946000,Institution
TXN-0419,2024-04-26,Jakarta,Jakarta Utara,General Trade,Sausage,Bernardi Beef Sausage 500g,14,57500,43500,805000,609000,196000,Retail
TXN-0420,2024-04-26,West Java,Bogor,General Trade,Cheese,Anchor Cheddar Block 500g,42,83500,59000,3507000,2478000,1029000,Wholesale
TXN-0421,2024-04-27,Central Java,Solo,General Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,17,11000,9000,187000,153000,34000,Retail
TXN-0422,2024-04-27,Sumatera,Padang,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,42,32000,23500,1344000,987000,357000,Retail
TXN-0423,2024-04-27,West Java,Tasikmalaya,General Trade,Milk,Premium Whole Milk 1L,12,22500,19500,270000,234000,36000,Retail
TXN-0424,2024-04-27,Jakarta,Jakarta Timur,Distributor,Nugget,Fiesta Crispy Nugget 400g,79,36500,30000,2883500,2370000,513500,Wholesale
TXN-0425,2024-04-27,East Java,Malang,Modern Trade,Milk,Cimory Full Cream 1L,60,21500,19000,1290000,1140000,150000,Retail
TXN-0426,2024-04-28,Central Java,Semarang,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,42,10500,8500,441000,357000,84000,Retail
TXN-0427,2024-04-28,Jakarta,Jakarta Utara,Distributor,Nugget,Belfoods Royal Nugget 500g,49,47000,40000,2303000,1960000,343000,Wholesale
TXN-0428,2024-04-28,Bali,Kuta,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,30,5500,4500,165000,135000,30000,Retail
TXN-0429,2024-04-28,Sumatera,Pekanbaru,Distributor,Yoghurt,Cimory Mini Yoghurt 60ml,125,6500,5500,812500,687500,125000,Institution
TXN-0430,2024-04-28,West Java,Depok,General Trade,Milk,Chocolate 1L,22,21500,18500,473000,407000,66000,Retail
TXN-0431,2024-04-28,Bali,Kuta,Modern Trade,Milk,Premium Whole Milk 1L,56,25000,22500,1400000,1260000,140000,Retail
TXN-0432,2024-04-29,East Java,Kediri,Distributor,Cheese,Prochiz Gold Slices 150g,65,29000,23000,1885000,1495000,390000,Institution
TXN-0433,2024-04-29,West Java,Bandung,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,13,6500,5500,84500,71500,13000,Wholesale
TXN-0434,2024-04-30,Banten,Cilegon,General Trade,Milk,Premium Whole Milk 1L,34,25000,21500,850000,731000,119000,Retail
TXN-0435,2024-04-30,Kalimantan,Banjarmasin,Modern Trade,Sausage,Kimbo Beef Sausage 375g,60,32000,25000,1920000,1500000,420000,HoReCa
TXN-0436,2024-04-30,Sulawesi,Kendari,General Trade,Milk,Cimory Full Cream 1L,15,19000,16500,285000,247500,37500,Wholesale
TXN-0437,2024-05-01,East Java,Surabaya,Modern Trade,Milk,Chocolate 1L,47,17500,15000,822500,705000,117500,HoReCa
TXN-0438,2024-05-01,Bali,Denpasar,General Trade,Milk,Cimory Milk Vanilla 200ml,49,4500,4000,220500,196000,24500,Retail
TXN-0439,2024-05-01,Jakarta,Jakarta Pusat,Distributor,Nugget,Belfoods Royal Nugget 500g,185,48000,41000,8880000,7585000,1295000,Wholesale
TXN-0440,2024-05-01,West Java,Bandung,Modern Trade,Milk,Chocolate 1L,73,20000,17500,1460000,1277500,182500,HoReCa
TXN-0441,2024-05-01,Central Java,Semarang,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,27,9500,8000,256500,216000,40500,Wholesale
TXN-0442,2024-05-01,Yogyakarta,Wonosari,Distributor,Cheese,Anchor Cheddar Block 500g,189,81000,64000,15309000,12096000,3213000,Wholesale
TXN-0443,2024-05-01,Kalimantan,Balikpapan,Modern Trade,Nugget,Champ Chicken Nugget 250g,43,24500,20500,1053500,881500,172000,Retail
TXN-0444,2024-05-02,Bali,Denpasar,Distributor,Nugget,Champ Chicken Nugget 250g,146,26500,22000,3869000,3212000,657000,Wholesale
TXN-0445,2024-05-02,Kalimantan,Samarinda,Modern Trade,Milk,Cimory Full Cream 1L,59,21000,18000,1239000,1062000,177000,Retail
TXN-0446,2024-05-03,Jakarta,Jakarta Timur,Modern Trade,Nugget,Belfoods Royal Nugget 500g,59,48500,41000,2861500,2419000,442500,Retail
TXN-0447,2024-05-03,Jakarta,Jakarta Selatan,General Trade,Sausage,Bernardi Beef Sausage 500g,42,54500,44000,2289000,1848000,441000,Wholesale
TXN-0448,2024-05-03,Banten,Tangerang,General Trade,Milk,Chocolate 1L,44,21000,18000,924000,792000,132000,Retail
TXN-0449,2024-05-03,Jakarta,Jakarta Selatan,Modern Trade,Milk,Cimory Chocolate 200ml,39,5500,5000,214500,195000,19500,HoReCa
TXN-0450,2024-05-04,West Java,Depok,Distributor,Yoghurt,Cimory Plain Yoghurt 400g,73,24000,20000,1752000,1460000,292000,Wholesale
TXN-0451,2024-05-04,Banten,Tangerang,General Trade,Milk,Chocolate 1L,41,19500,16500,799500,676500,123000,Wholesale
TXN-0452,2024-05-04,Banten,Serang,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,42,10500,8500,441000,357000,84000,Wholesale
TXN-0453,2024-05-04,East Java,Blitar,General Trade,Sausage,Farmhouse Sausage 250g,12,23500,18500,282000,222000,60000,Wholesale
TXN-0454,2024-05-04,West Java,Bogor,Distributor,Nugget,Champ Chicken Nugget 250g,190,22500,19000,4275000,3610000,665000,Wholesale
TXN-0455,2024-05-05,Central Java,Solo,Distributor,Sausage,Vida Beef Sausage 200g,89,19500,15500,1735500,1379500,356000,Wholesale
TXN-0456,2024-05-05,Sumatera,Palembang,General Trade,Sausage,Vida Beef Sausage 200g,25,21500,17500,537500,437500,100000,Wholesale
TXN-0457,2024-05-06,Sumatera,Banda Aceh,Modern Trade,Nugget,Belfoods Royal Nugget 500g,47,43000,36500,2021000,1715500,305500,HoReCa
TXN-0458,2024-05-06,West Java,Tasikmalaya,Modern Trade,Nugget,Fiesta Crispy Nugget 400g,48,44000,37500,2112000,1800000,312000,HoReCa
TXN-0459,2024-05-06,Central Java,Magelang,Modern Trade,Sausage,Farmhouse Sausage 250g,54,21000,16500,1134000,891000,243000,Retail
TXN-0460,2024-05-06,Kalimantan,Samarinda,Distributor,Nugget,Champ Chicken Nugget 250g,242,27000,23500,6534000,5687000,847000,HoReCa
TXN-0461,2024-05-06,Jakarta,Jakarta Selatan,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,69,34000,25500,2346000,1759500,586500,Retail
TXN-0462,2024-05-07,East Java,Blitar,General Trade,Milk,Cimory Chocolate 200ml,22,5500,5000,121000,110000,11000,Wholesale
TXN-0463,2024-05-07,Sulawesi,Manado,General Trade,Sausage,Vida Beef Sausage 200g,22,18500,15000,407000,330000,77000,Retail
TXN-0464,2024-05-07,Jakarta,Jakarta Barat,General Trade,Nugget,Fiesta Crispy Nugget 400g,25,41000,34000,1025000,850000,175000,Retail
TXN-0465,2024-05-08,West Java,Depok,Modern Trade,Sausage,Farmhouse Sausage 250g,25,22000,17000,550000,425000,125000,Retail
TXN-0466,2024-05-08,Central Java,Semarang,General Trade,Milk,Premium Whole Milk 1L,42,26500,24000,1113000,1008000,105000,Retail
TXN-0467,2024-05-09,Sumatera,Banda Aceh,Distributor,Sausage,So Good Chicken Sausage 375g,206,36500,29500,7519000,6077000,1442000,Institution
TXN-0468,2024-05-09,East Java,Surabaya,Distributor,Yoghurt,Cimory Plain Yoghurt 400g,112,24500,19500,2744000,2184000,560000,Institution
TXN-0469,2024-05-09,West Java,Bogor,Modern Trade,Nugget,Fiesta Crispy Nugget 400g,29,44500,38000,1290500,1102000,188500,Retail
TXN-0470,2024-05-10,Yogyakarta,Bantul,Distributor,Cheese,Kraft Cheddar Cheese 165g,242,32000,23000,7744000,5566000,2178000,Wholesale
TXN-0471,2024-05-10,Central Java,Semarang,Modern Trade,Milk,Chocolate 1L,42,19500,17000,819000,714000,105000,Retail
TXN-0472,2024-05-12,West Java,Cimahi,Distributor,Milk,Cimory Milk Vanilla 200ml,57,5000,4500,285000,256500,28500,HoReCa
TXN-0473,2024-05-12,Banten,Cilegon,General Trade,Cheese,Kraft Cheddar Cheese 165g,21,30500,22000,640500,462000,178500,Retail
TXN-0474,2024-05-13,Central Java,Semarang,Distributor,Milk,Premium Whole Milk 1L,119,25500,22500,3034500,2677500,357000,HoReCa
TXN-0475,2024-05-13,Yogyakarta,Bantul,General Trade,Milk,Cimory Chocolate 200ml,49,6000,5000,294000,245000,49000,Wholesale
TXN-0476,2024-05-13,Sulawesi,Makassar,Modern Trade,Yoghurt,Cimory Yoghurt 500g,74,30500,25000,2257000,1850000,407000,Retail
TXN-0477,2024-05-13,West Java,Bogor,General Trade,Sausage,So Good Chicken Sausage 375g,38,31500,25500,1197000,969000,228000,Retail
TXN-0478,2024-05-14,Jakarta,Jakarta Utara,General Trade,Cheese,Anchor Cheddar Block 500g,35,74500,57500,2607500,2012500,595000,Retail
TXN-0479,2024-05-15,West Java,Bandung,Modern Trade,Nugget,Contadina Crispy Nugget 250g,19,23500,20500,446500,389500,57000,Retail
TXN-0480,2024-05-15,Bali,Ubud,Distributor,Milk,Cimory Milk Vanilla 200ml,198,5500,4500,1089000,891000,198000,Wholesale
TXN-0481,2024-05-15,Sumatera,Medan,General Trade,Milk,Chocolate 1L,11,19500,17000,214500,187000,27500,Retail
TXN-0482,2024-05-16,Sumatera,Banda Aceh,Modern Trade,Sausage,Kimbo Beef Sausage 375g,44,36000,28500,1584000,1254000,330000,Retail
TXN-0483,2024-05-16,East Java,Jember,General Trade,Cheese,Anchor Cheddar Block 500g,39,78000,57500,3042000,2242500,799500,Retail
TXN-0484,2024-05-16,Yogyakarta,Yogyakarta,General Trade,Cheese,Prochiz Gold Slices 150g,33,26500,19500,874500,643500,231000,Retail
TXN-0485,2024-05-16,Kalimantan,Samarinda,General Trade,Sausage,So Good Chicken Sausage 375g,13,35500,28000,461500,364000,97500,Retail
TXN-0486,2024-05-16,Sumatera,Banda Aceh,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,77,30000,21500,2310000,1655500,654500,HoReCa
TXN-0487,2024-05-16,Banten,Tangerang,General Trade,Cheese,Kiri Cream Cheese 80g,33,21000,17000,693000,561000,132000,Retail
TXN-0488,2024-05-17,Kalimantan,Pontianak,Modern Trade,Sausage,Farmhouse Sausage 250g,73,27500,22000,2007500,1606000,401500,HoReCa
TXN-0489,2024-05-17,West Java,Bekasi,Modern Trade,Sausage,Bernardi Beef Sausage 500g,66,48000,39000,3168000,2574000,594000,HoReCa
TXN-0490,2024-05-17,Sumatera,Banda Aceh,General Trade,Cheese,Kiri Cream Cheese 80g,12,22500,18000,270000,216000,54000,Wholesale
TXN-0491,2024-05-18,Jakarta,Jakarta Utara,General Trade,Sausage,Kimbo Beef Sausage 375g,10,29500,23500,295000,235000,60000,Retail
TXN-0492,2024-05-18,Jakarta,Jakarta Utara,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,23,11500,9500,264500,218500,46000,Retail
TXN-0493,2024-05-18,Jakarta,Jakarta Pusat,Modern Trade,Sausage,Farmhouse Sausage 250g,32,27000,21000,864000,672000,192000,Retail
TXN-0494,2024-05-18,Yogyakarta,Bantul,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,160,10500,9000,1680000,1440000,240000,Wholesale
TXN-0495,2024-05-18,Banten,Cilegon,Distributor,Milk,Cimory Full Cream 1L,227,22000,19500,4994000,4426500,567500,Wholesale
TXN-0496,2024-05-18,West Java,Bandung,Distributor,Cheese,Kiri Cream Cheese 80g,203,26500,19500,5379500,3958500,1421000,Wholesale
TXN-0497,2024-05-18,West Java,Bogor,General Trade,Nugget,Contadina Crispy Nugget 250g,23,23000,19000,529000,437000,92000,Retail
TXN-0498,2024-05-18,Bali,Singaraja,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,15,28500,22000,427500,330000,97500,Retail
TXN-0499,2024-05-18,Sulawesi,Manado,Distributor,Milk,Chocolate 1L,163,18000,15500,2934000,2526500,407500,HoReCa
TXN-0500,2024-05-19,West Java,Tasikmalaya,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,10,10000,8500,100000,85000,15000,Retail
TXN-0501,2024-05-19,West Java,Bekasi,General Trade,Sausage,So Good Chicken Sausage 375g,45,34500,26000,1552500,1170000,382500,Retail
TXN-0502,2024-05-19,Banten,Tangerang,General Trade,Cheese,Kraft Cheddar Cheese 165g,19,34000,24500,646000,465500,180500,Retail
TXN-0503,2024-05-20,Central Java,Tegal,General Trade,Sausage,Vida Beef Sausage 200g,23,22500,17500,517500,402500,115000,Wholesale
TXN-0504,2024-05-20,Jakarta,Jakarta Utara,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,51,12000,9500,612000,484500,127500,HoReCa
TXN-0505,2024-05-21,Jakarta,Jakarta Selatan,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,38,29500,23000,1121000,874000,247000,Retail
TXN-0506,2024-05-22,West Java,Bekasi,General Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,28,8500,7000,238000,196000,42000,Retail
TXN-0507,2024-05-22,Banten,South Tangerang,Modern Trade,Milk,Cimory Chocolate 200ml,55,5500,5000,302500,275000,27500,Retail
TXN-0508,2024-05-22,Jakarta,Jakarta Pusat,Modern Trade,Nugget,Champ Chicken Nugget 250g,78,24500,21000,1911000,1638000,273000,Retail
TXN-0509,2024-05-22,Sumatera,Pekanbaru,Distributor,Milk,Chocolate 1L,146,20000,17500,2920000,2555000,365000,Wholesale
TXN-0510,2024-05-22,Jakarta,Jakarta Selatan,Distributor,Sausage,Farmhouse Sausage 250g,102,22000,17000,2244000,1734000,510000,Institution
TXN-0511,2024-05-23,East Java,Jember,General Trade,Milk,Chocolate 1L,8,19000,17000,152000,136000,16000,Retail
TXN-0512,2024-05-23,Kalimantan,Samarinda,Distributor,Cheese,Kraft Cheddar Cheese 165g,169,29000,20500,4901000,3464500,1436500,HoReCa
TXN-0513,2024-05-23,Jakarta,Jakarta Pusat,Modern Trade,Sausage,Vida Beef Sausage 200g,15,23000,18000,345000,270000,75000,HoReCa
TXN-0514,2024-05-23,Yogyakarta,Wonosari,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,17,9000,7500,153000,127500,25500,Wholesale
TXN-0515,2024-05-23,Sumatera,Padang,General Trade,Sausage,Farmhouse Sausage 250g,32,29000,22000,928000,704000,224000,Retail
TXN-0516,2024-05-24,Central Java,Solo,Distributor,Milk,Cimory Chocolate 200ml,101,5500,5000,555500,505000,50500,Wholesale
TXN-0517,2024-05-24,Bali,Denpasar,General Trade,Milk,Cimory Chocolate 200ml,36,4500,4000,162000,144000,18000,Retail
TXN-0518,2024-05-24,East Java,Malang,General Trade,Cheese,Laughing Cow Creamy 8pcs,31,19000,14000,589000,434000,155000,Retail
TXN-0519,2024-05-24,Sulawesi,Palu,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,124,12000,10000,1488000,1240000,248000,Institution
TXN-0520,2024-05-24,Central Java,Pekalongan,General Trade,Sausage,Kimbo Beef Sausage 375g,44,31000,25000,1364000,1100000,264000,Retail
TXN-0521,2024-05-25,Central Java,Solo,Modern Trade,Cheese,Laughing Cow Creamy 8pcs,54,22500,16000,1215000,864000,351000,Retail
TXN-0522,2024-05-25,West Java,Depok,Distributor,Milk,Premium Whole Milk 1L,235,22500,20000,5287500,4700000,587500,Wholesale
TXN-0523,2024-05-25,West Java,Bekasi,General Trade,Cheese,Laughing Cow Creamy 8pcs,24,22000,15500,528000,372000,156000,Wholesale
TXN-0524,2024-05-26,East Java,Blitar,Modern Trade,Sausage,So Good Chicken Sausage 375g,15,32000,25000,480000,375000,105000,HoReCa
TXN-0525,2024-05-26,Kalimantan,Pontianak,Modern Trade,Sausage,Bernardi Beef Sausage 500g,54,52500,40500,2835000,2187000,648000,Retail
TXN-0526,2024-05-26,East Java,Surabaya,Distributor,Milk,Chocolate 1L,183,18500,16500,3385500,3019500,366000,Wholesale
TXN-0527,2024-05-26,Central Java,Semarang,General Trade,Milk,Cimory Full Cream 1L,42,19500,17500,819000,735000,84000,Wholesale
TXN-0528,2024-05-26,East Java,Kediri,Modern Trade,Nugget,Contadina Crispy Nugget 250g,15,22500,19500,337500,292500,45000,Retail
TXN-0529,2024-05-27,Jakarta,Jakarta Timur,Modern Trade,Milk,Chocolate 1L,77,21500,18500,1655500,1424500,231000,HoReCa
TXN-0530,2024-05-27,Sumatera,Banda Aceh,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,30,9500,8000,285000,240000,45000,Retail
TXN-0531,2024-05-27,Bali,Ubud,Distributor,Nugget,So Good Chicken Nugget 500g,126,48500,42000,6111000,5292000,819000,Institution
TXN-0532,2024-05-27,Central Java,Solo,Distributor,Yoghurt,Cimory Mini Yoghurt 60ml,190,6000,5000,1140000,950000,190000,Wholesale
TXN-0533,2024-05-28,East Java,Jember,General Trade,Sausage,Bernardi Beef Sausage 500g,28,46000,34500,1288000,966000,322000,Retail
TXN-0534,2024-05-28,Kalimantan,Pontianak,Modern Trade,Sausage,Vida Beef Sausage 200g,62,23500,19000,1457000,1178000,279000,Retail
TXN-0535,2024-05-28,Central Java,Pekalongan,Modern Trade,Milk,Premium Whole Milk 1L,25,23500,20500,587500,512500,75000,Retail
TXN-0536,2024-05-28,Kalimantan,Samarinda,General Trade,Sausage,Bernardi Beef Sausage 500g,28,53000,43500,1484000,1218000,266000,Retail
TXN-0537,2024-05-28,Jakarta,Jakarta Timur,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,106,13000,10500,1378000,1113000,265000,Wholesale
TXN-0538,2024-05-28,Jakarta,Jakarta Pusat,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,22,13000,11000,286000,242000,44000,Wholesale
TXN-0539,2024-05-29,Bali,Ubud,Distributor,Sausage,So Good Chicken Sausage 375g,52,35500,27500,1846000,1430000,416000,Wholesale
TXN-0540,2024-05-30,Banten,Cilegon,General Trade,Nugget,So Good Chicken Nugget 500g,19,44500,38500,845500,731500,114000,Wholesale
TXN-0541,2024-05-30,East Java,Malang,General Trade,Milk,Cimory Milk Vanilla 200ml,43,5500,5000,236500,215000,21500,Retail
TXN-0542,2024-05-30,Central Java,Solo,Distributor,Sausage,Farmhouse Sausage 250g,210,28000,21500,5880000,4515000,1365000,Institution
TXN-0543,2024-05-30,Sumatera,Palembang,Modern Trade,Nugget,Belfoods Royal Nugget 500g,26,39000,32500,1014000,845000,169000,Retail
TXN-0544,2024-05-30,Sulawesi,Kendari,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,129,11000,9000,1419000,1161000,258000,Institution
TXN-0545,2024-05-31,West Java,Bogor,General Trade,Cheese,Laughing Cow Creamy 8pcs,23,20000,15500,460000,356500,103500,Retail
TXN-0546,2024-05-31,Kalimantan,Pontianak,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,54,9500,8000,513000,432000,81000,Retail
TXN-0547,2024-05-31,Banten,Serang,Distributor,Milk,Chocolate 1L,204,18500,16000,3774000,3264000,510000,Wholesale
TXN-0548,2024-05-31,West Java,Cimahi,Modern Trade,Cheese,Kiri Cream Cheese 80g,67,21000,16500,1407000,1105500,301500,Retail
TXN-0549,2024-05-31,Banten,South Tangerang,Distributor,Milk,Premium Whole Milk 1L,113,23000,20500,2599000,2316500,282500,Wholesale
TXN-0550,2024-06-01,Central Java,Tegal,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,70,12500,10500,875000,735000,140000,HoReCa
TXN-0551,2024-06-01,Jakarta,Jakarta Selatan,Distributor,Milk,Cimory Chocolate 200ml,262,5000,4500,1310000,1179000,131000,Institution
TXN-0552,2024-06-01,Central Java,Tegal,Modern Trade,Milk,Premium Whole Milk 1L,22,27500,24000,605000,528000,77000,Retail
TXN-0553,2024-06-02,Bali,Denpasar,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,53,28500,20000,1510500,1060000,450500,Retail
TXN-0554,2024-06-02,Bali,Ubud,General Trade,Milk,Cimory Milk Vanilla 200ml,47,5500,5000,258500,235000,23500,Wholesale
TXN-0555,2024-06-02,East Java,Jember,General Trade,Nugget,Contadina Crispy Nugget 250g,18,26500,22500,477000,405000,72000,Wholesale
TXN-0556,2024-06-02,Jakarta,Jakarta Timur,General Trade,Cheese,Kiri Cream Cheese 80g,39,25000,18500,975000,721500,253500,Retail
TXN-0557,2024-06-03,East Java,Kediri,General Trade,Milk,Cimory Chocolate 200ml,33,4500,4000,148500,132000,16500,Retail
TXN-0558,2024-06-03,West Java,Cimahi,Distributor,Sausage,Bernardi Beef Sausage 500g,68,50000,39500,3400000,2686000,714000,HoReCa
TXN-0559,2024-06-03,Kalimantan,Samarinda,Modern Trade,Sausage,Kimbo Beef Sausage 375g,88,35000,27000,3080000,2376000,704000,Retail
TXN-0560,2024-06-03,Central Java,Magelang,General Trade,Milk,Premium Whole Milk 1L,56,26500,23000,1484000,1288000,196000,Retail
TXN-0561,2024-06-03,West Java,Tasikmalaya,Modern Trade,Sausage,So Good Chicken Sausage 375g,78,41000,31500,3198000,2457000,741000,Retail
TXN-0562,2024-06-04,Bali,Singaraja,General Trade,Nugget,Belfoods Royal Nugget 500g,45,39500,34000,1777500,1530000,247500,Retail
TXN-0563,2024-06-04,East Java,Blitar,General Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,11,8500,7000,93500,77000,16500,Wholesale
